modified_id,class_cde,crs_cde,crs_title,parent_crs_cde,parent_crs_dept,crs_status,M,T,W,R,F,begin_time,end_time
11263,4,BIOL 478 01,Sr Sem: Animal Survival,BIOL 478 01,BIOL,C,M,,W,,,13:00:00,14:20:00
11263,4,RELG 160 01,Introduction to Asian Religions,RELG 160 01,RELG,C,M,,W,,,14:30:00,15:50:00
11285,3,POLS 120 01,Introduction to American Politics,POLS 120 01,POLS,C,M,,W,,F,10:00:00,10:50:00
11285,3,SOAN 320 01,Soc Research: Qualitative Methods,SOAN 320 01,SOAN,C,M,,W,R,,11:00:00,11:50:00
11285,3,HIST 212 01,Origins of East Asia,HIST 212 01,HIST,C,,T,,R,,09:30:00,10:50:00
11285,3,HIST 262 01,Modern Japan,HIST 262 01,HIST,C,,T,,R,,13:00:00,14:20:00
11285,3,SOAN 320X 02,Soc Rsch: Qualitative Methods Lab,SOAN 320X 02,SOAN,C,M,,,,,14:00:00,15:50:00
11639,7,MLS 517 01,The First Amendment,MLS 517 01,MLS,C,,T,,,,18:00:00,20:50:00
10593,12,MLS 517 01,The First Amendment,MLS 517 01,MLS,C,,T,,,,18:00:00,20:50:00
10575,12,MLS 517 01,The First Amendment,MLS 517 01,MLS,C,,T,,,,18:00:00,20:50:00
10792,3,SOAN 206 01,Introduction to Disability Studies,SOAN 206 01,SOAN,C,M,,W,,F,09:00:00,09:50:00
10792,3,EDUC 320 01,Comparative and International Educ,EDUC 320 01,EDUC,C,,T,,R,,09:30:00,10:50:00
10792,3,POLS 351 01,Justice and the Law,POLS 351 01,POLS,C,,T,,R,,14:30:00,15:50:00
10792,3,POLS 324 01,Public Opinion,POLS 324 01,POLS,C,M,,W,,F,11:00:00,11:50:00
11535,3,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
11535,3,CHEM 220X 05,Organic Chemistry I Lab,CHEM 220X 05,CHEM,C,M,,,,,12:00:00,15:50:00
11535,3,PSYC 330 01,Motivation & Emotion,PSYC 330 01,PSYC,C,M,,W,,F,09:00:00,09:50:00
11535,3,NEUR 302L 01,Neuroscience: Brain to Behavior,NEUR 302L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
11535,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,T,,R,,09:30:00,10:50:00
11535,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,,W,,,14:00:00,15:50:00
11535,3,NEUR 302X 02,Brain to Behavior Lab,NEUR 302X 02,NEUR,C,,,,R,,14:00:00,15:50:00
10365,12,MLS 517 01,The First Amendment,MLS 517 01,MLS,C,,T,,,,18:00:00,20:50:00
11761,3,COMM 212 01,Visual Rhetoric,COMM 212 01,COMM,C,M,,W,,F,10:00:00,10:50:00
11761,3,ENTP 220 01,Fundraising & Sales,ENTP 220 01,ENTP,C,,T,,R,,09:30:00,10:50:00
11761,3,COLL 210 01,Intergroup Dialog Facilitator Train,COLL 210 01,COLL,C,,,W,,F,14:30:00,15:50:00
11761,3,POLS 348 01,International Law,POLS 348 01,POLS,C,M,,W,,F,11:00:00,11:50:00
10931,3,MUSC 225 01,Intro to Electronic Music,MUSC 225 01,MUSC,C,,T,,R,,14:30:00,15:50:00
10931,3,ECON 210 02,Microeconomic Theory,ECON 210 02,ECON,C,M,,W,,F,11:00:00,11:50:00
10931,3,ECON 220 01,Macroeconomic Theory,ECON 220 01,ECON,C,,T,,R,,13:00:00,14:20:00
10931,3,FIN 210 03,Financial Management,FIN 210 03,FIN,C,,T,,R,,09:30:00,10:50:00
10931,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10613,4,GSWS 370 01,Feminism and Pop Culture,COMM 370 01,COMM,C,M,,W,,,14:30:00,15:50:00
10613,4,HIST 206 01,Early Modern Europe (1400-1650 CE),HIST 206 01,HIST,C,M,,W,,F,09:00:00,09:50:00
10613,4,THTR 200 01,Production Practicum,THTR 200 01,THTR,C,,,,,,,
10613,4,ART 142 02,Digital Design Foundations,ART 142 02,ART,C,M,,W,,,10:00:00,11:50:00
10613,4,HIST 317 01,History of Black Television,HIST 317 01,HIST,C,,T,,R,,19:00:00,20:20:00
10115,3,POLS 265 01,Immigration Law and Policy,POLS 265 01,POLS,C,M,,,,,19:00:00,21:50:00
10115,3,CHEM 320L 01,Physical Chemistry I,CHEM 320L 01,CHEM,C,,T,,R,,09:30:00,10:50:00
10115,3,CHEM 320X 01,Physical Chemistry I Lab,CHEM 320X 01,CHEM,C,,,,R,,12:00:00,15:50:00
10115,3,CHEM 410L 01,Instrumental Analysis,CHEM 410L 01,CHEM,C,M,,W,,F,11:00:00,11:50:00
10115,3,CHEM 410X 01,Instrumental Analysis Lab,CHEM 410X 01,CHEM,C,,T,,,,12:00:00,15:50:00
10115,3,MATH 230 01,Abstract & Discrete Mathematics,MATH 230 01,MATH,C,M,,W,,F,14:30:00,15:50:00
10115,3,MATH 210 01,Multivariable Calculus,MATH 210 01,MATH,C,M,,W,R,F,10:00:00,10:50:00
11714,3,NEUR 302L 01,Neuroscience: Brain to Behavior,NEUR 302L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
11714,3,NEUR 232 01,Stories from the Spectrum,ENGL 232 01,ENGL,C,M,,W,,F,10:00:00,10:50:00
11714,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,T,,R,,09:30:00,10:50:00
11714,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,,W,,,14:00:00,15:50:00
11714,3,NEUR 302X 02,Brain to Behavior Lab,NEUR 302X 02,NEUR,C,,,,R,,14:00:00,15:50:00
11714,3,CHEM 300L 01,Biochemistry,CHEM 300L 01,CHEM,C,M,,W,,F,09:00:00,09:50:00
11714,3,CHEM 300X 01,Biochemistry Lab,CHEM 300X 01,CHEM,C,,T,,,,12:00:00,15:50:00
11047,3,THTR 105 01,Introduction to Dance,THTR 105 01,THTR,C,,T,,R,,08:00:00,09:20:00
11047,3,THTR 160 01,Stagecraft for Stage and Screen,THTR 160 01,THTR,W,,T,,R,,09:30:00,10:50:00
11047,3,ECON 313 01,Money & Banking,ECON 313 01,ECON,W,M,,W,,,13:00:00,14:20:00
11047,3,ECON 465 01,"Poverty, Inequality, Discrimination",ECON 465 01,ECON,W,M,,W,,F,10:00:00,10:50:00
11047,3,ECON 483 01,Behavioral Economics and Finance,ECON 483 01,ECON,W,M,,W,,F,11:00:00,11:50:00
11047,3,ECON 345 01,Economics and Law,ECON 345 01,ECON,C,M,,W,,,14:30:00,15:50:00
11669,3,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,C,M,,W,,F,08:00:00,08:50:00
11669,3,CSCI 250 01,Programming for Data Applications,CSCI 250 01,CSCI,C,,T,,R,,09:30:00,10:50:00
11669,3,MATH 250 01,Intro to Statistical Programming,MATH 250 01,MATH,C,M,,W,,F,10:00:00,10:50:00
11669,3,PHIL 156 01,Logic and Styles of Arguments,PHIL 156 01,PHIL,C,,T,,R,,13:00:00,14:20:00
11232,3,PHIL 325 01,Major Ethical Theories,PHIL 325 01,PHIL,C,M,,W,,,13:00:00,14:20:00
11232,3,PHIL 277 01,"Identities, Rights, Social Justice",PHIL 277 01,PHIL,C,M,,W,,,19:00:00,20:20:00
11232,3,PHIL 156 02,Logic and Styles of Arguments,PHIL 156 02,PHIL,C,,T,,R,,14:30:00,15:50:00
11232,3,EDUC 215 01,Instructional CommTheory & Practice,EDUC 215 01,EDUC,C,,T,,R,,13:00:00,14:20:00
10438,3,ES 326 01,Interrogating the Ecology of Place,ES 326 01,ES,C,,,,R,,12:00:00,15:50:00
10438,3,POLS 130 01,Great Political Ideas,POLS 130 01,POLS,C,M,,W,,,13:00:00,14:20:00
10438,3,ENGL 135 02,Creative Writing,ENGL 135 02,ENGL,C,M,,W,,,14:30:00,15:50:00
10438,3,ES 200 01,Chicago Parks,SOAN 200 01,SOAN,C,,T,,R,,09:30:00,10:50:00
10429,3,ASIA 160 01,Introduction to Asian Religions,RELG 160 01,RELG,C,M,,W,,,14:30:00,15:50:00
10429,3,PHYS 110L 01,Introductory Physics I,PHYS 110L 01,PHYS,C,M,,W,,F,08:00:00,08:50:00
10429,3,PHYS 114X 02,Physics I Lab,PHYS 114X 02,PHYS,C,,T,,,,12:00:00,15:50:00
10429,3,PSYC 222L 02,Research Methods & Statistics II,PSYC 222L 02,PSYC,C,,T,,R,,08:00:00,09:20:00
10429,3,PSYC 222L 02,Research Methods & Statistics II,PSYC 222L 02,PSYC,C,,,W,,,12:00:00,13:50:00
10429,3,PSYC 330 01,Motivation & Emotion,PSYC 330 01,PSYC,C,M,,W,,F,09:00:00,09:50:00
10124,3,FIN 310 01,Corporate Finance,FIN 310 01,FIN,C,M,,W,,F,10:00:00,10:50:00
10124,3,FIN 320 02,Investments,FIN 320 02,FIN,C,,T,,R,,09:30:00,10:50:00
10124,3,CSCI 112 01,Computer Science I,CSCI 112 01,CSCI,C,M,,W,,F,13:00:00,14:20:00
10049,2,COMM 290 02,Communication Inquiry,COMM 290 02,COMM,C,,T,,R,,13:00:00,14:20:00
10049,2,ECON 210 02,Microeconomic Theory,ECON 210 02,ECON,C,M,,W,,F,11:00:00,11:50:00
10049,2,FIN 210 03,Financial Management,FIN 210 03,FIN,C,,T,,R,,09:30:00,10:50:00
10049,2,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,W,M,,W,,F,08:00:00,08:50:00
11573,3,COMM 110 03,Introduction to Communication,COMM 110 03,COMM,C,M,,W,,F,09:00:00,09:50:00
11573,3,COMM 287 01,Media Systems and Institutions,COMM 287 01,COMM,C,,T,,R,,09:30:00,10:50:00
11573,3,POLS 351 01,Justice and the Law,POLS 351 01,POLS,C,,T,,R,,14:30:00,15:50:00
11573,3,POLS 272 01,Mock Trial,POLS 272 01,POLS,C,,,,,,,
11573,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10251,3,POLS 265 01,Immigration Law and Policy,POLS 265 01,POLS,C,M,,,,,19:00:00,21:50:00
10251,3,FIN 320 02,Investments,FIN 320 02,FIN,C,,T,,R,,09:30:00,10:50:00
10251,3,BUSN 331 01,Managerial Accounting,BUSN 331 01,BUSN,C,,T,,R,,14:30:00,15:50:00
11137,3,SOAN 210 02,Principles of Social Organization,SOAN 210 02,SOAN,C,,T,,R,,09:30:00,10:50:00
11137,3,PSYC 360 01,Cognitive Psychology,PSYC 360 01,PSYC,C,M,,W,,F,08:00:00,08:50:00
11137,3,PSYC 330 01,Motivation & Emotion,PSYC 330 01,PSYC,C,M,,W,,F,09:00:00,09:50:00
11137,3,PSYC 215 01,Environmental Psychology,PSYC 215 01,PSYC,C,,T,,,,12:00:00,15:50:00
10781,3,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
10781,3,BIOL 342X 01,Developmental Biology Lab,BIOL 342X 01,BIOL,W,,,,R,,12:00:00,15:50:00
10781,3,SOAN 206 01,Introduction to Disability Studies,SOAN 206 01,SOAN,C,M,,W,,F,09:00:00,09:50:00
10781,3,CHEM 220X 02,Organic Chemistry I Lab,CHEM 220X 02,CHEM,C,,,W,,,12:00:00,15:50:00
10781,3,THTR 250 01,Exploring Chicago Stages,THTR 250 01,THTR,C,,,W,,,18:50:00,21:50:00
10781,3,PHYS 110L 01,Introductory Physics I,PHYS 110L 01,PHYS,C,M,,W,,F,08:00:00,08:50:00
10781,3,PHYS 114X 01,Physics I Lab,PHYS 114X 01,PHYS,C,M,,,,,12:00:00,15:50:00
11795,3,SOAN 206 01,Introduction to Disability Studies,SOAN 206 01,SOAN,C,M,,W,,F,09:00:00,09:50:00
11795,3,NEUR 302L 01,Neuroscience: Brain to Behavior,NEUR 302L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
11795,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,T,,R,,09:30:00,10:50:00
11795,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,,W,,,14:00:00,15:50:00
11795,3,NEUR 302X 01,Brain to Behavior Lab,NEUR 302X 01,NEUR,C,,T,,,,14:00:00,15:50:00
11795,3,PSYC 255 01,Social Psychology,PSYC 255 01,PSYC,C,M,,W,,F,10:00:00,10:50:00
10905,2,ART 105 01,Intro to Digital and Studio Arts,ART 105 01,ART,C,,T,,R,,10:00:00,11:50:00
10905,2,RELG 256 01,"Religion, SciFi, AI, and Non-Human",RELG 256 01,RELG,C,,T,,R,,13:00:00,14:20:00
10905,2,ARTH 110 02,Intro to Visual Arts and Design,ARTH 110 02,ARTH,C,M,,W,,F,13:00:00,13:50:00
11304,3,ENGL 135 03,Creative Writing,ENGL 135 03,ENGL,C,,T,,R,,09:30:00,10:50:00
11304,3,ECON 345 01,Economics and Law,ECON 345 01,ECON,C,M,,W,,,14:30:00,15:50:00
11304,3,FIN 250 01,Business Information Systems,BUSN 250 01,BUSN,C,M,,W,,F,10:00:00,10:50:00
11304,3,PHIL 325 01,Major Ethical Theories,PHIL 325 01,PHIL,C,M,,W,,,13:00:00,14:20:00
11033,3,ENGL 232 01,Stories from the Spectrum,ENGL 232 01,ENGL,W,M,,W,,F,10:00:00,10:50:00
11033,3,NEUR 302X 02,Brain to Behavior Lab,NEUR 302X 02,NEUR,C,,,,R,,14:00:00,15:50:00
11033,3,PSYC 360 01,Cognitive Psychology,PSYC 360 01,PSYC,C,M,,W,,F,08:00:00,08:50:00
11033,3,PHIL 208 01,Death,PHIL 208 01,PHIL,C,,T,,R,,09:30:00,10:50:00
11033,3,NEUR 372 01,"Pharmacology: Drug, Brain, Behavior",NEUR 372 01,NEUR,C,M,,,,,19:00:00,21:50:00
11033,3,NEUR 302L 01,Neuroscience: Brain to Behavior,NEUR 302L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
10210,4,CSCI 325 01,Artificial Intelligence,CSCI 325 01,CSCI,C,M,,W,,F,11:00:00,11:50:00
10210,4,CHEM 320X 01,Physical Chemistry I Lab,CHEM 320X 01,CHEM,C,,,,R,,12:00:00,15:50:00
10210,4,CHEM 320L 01,Physical Chemistry I,CHEM 320L 01,CHEM,C,,T,,R,,09:30:00,10:50:00
10210,4,BMB 300L 01,Biochemistry,CHEM 300L 01,CHEM,C,M,,W,,F,09:00:00,09:50:00
10210,4,BMB 300X 02,Biochemistry Lab,CHEM 300X 02,CHEM,C,,,W,,,12:00:00,15:50:00
10030,3,ECON 210 02,Microeconomic Theory,ECON 210 02,ECON,C,M,,W,,F,11:00:00,11:50:00
10030,3,FIN 310 01,Corporate Finance,FIN 310 01,FIN,C,M,,W,,F,10:00:00,10:50:00
10030,3,ECON 330 02,Econometrics,ECON 330 02,ECON,W,,T,,R,,09:30:00,10:50:00
10030,3,ENTP 110 01,Design Thinking & Problem Solving,ENTP 110 01,ENTP,C,M,,W,,,13:00:00,14:20:00
10968,3,BUSN 245 01,Principles of Management,BUSN 245 01,BUSN,C,,T,,R,,13:00:00,14:20:00
10968,3,COMM 287 01,Media Systems and Institutions,COMM 287 01,COMM,C,,T,,R,,09:30:00,10:50:00
10968,3,ENTP 110 01,Design Thinking & Problem Solving,ENTP 110 01,ENTP,C,M,,W,,,13:00:00,14:20:00
10968,3,ENTP 260 01,"Develop, Protect & Monetize IP",ENTP 260 01,ENTP,C,,T,,R,,14:30:00,15:50:00
11663,3,PSYC 110L 02,Intro to Psychological Science,PSYC 110L 02,PSYC,C,M,,W,,F,11:00:00,11:50:00
11663,3,PSYC 110X 07,Intro to Psychological Science Lab,PSYC 110X 07,PSYC,C,,,,,F,12:00:00,13:50:00
11663,3,COMM 135 01,Rhetoric and Speech,COMM 135 01,COMM,C,M,,W,,,13:00:00,14:20:00
11733,3,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
11733,3,PHIL 305 01,South Asian Philosophy,PHIL 305 01,PHIL,C,M,,W,,,13:00:00,14:20:00
11733,3,BIOL 323L 01,Microbiology,BIOL 323L 01,BIOL,C,,T,,R,,08:00:00,09:20:00
11733,3,BIOL 323X 01,Microbiology Lab,BIOL 323X 01,BIOL,C,,T,,,,12:00:00,15:50:00
11733,3,ENGL 135 02,Creative Writing,ENGL 135 02,ENGL,C,M,,W,,,14:30:00,15:50:00
11733,3,CHEM 220X 03,Organic Chemistry I Lab,CHEM 220X 03,CHEM,C,,,,R,,12:00:00,15:50:00
11643,3,NEUR 302X 01,Brain to Behavior Lab,NEUR 302X 01,NEUR,W,,T,,,,14:00:00,15:50:00
11643,3,GSWS 232 01,The Pre-Modern Body,HIST 282 01,HIST,W,M,,W,,F,11:00:00,11:50:00
11643,3,NEUR 302L 01,Neuroscience: Brain to Behavior,NEUR 302L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
11643,3,PSYC 255 01,Social Psychology,PSYC 255 01,PSYC,W,M,,W,,F,10:00:00,10:50:00
11643,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,T,,R,,09:30:00,10:50:00
11643,3,PSYC 222L 01,Research Methods & Statistics II,PSYC 222L 01,PSYC,C,,,W,,,14:00:00,15:50:00
10099,3,BUSN 345 01,Organizational Behavior,BUSN 345 01,BUSN,W,,T,,R,,09:30:00,10:50:00
10099,3,COLL 210 01,Intergroup Dialog Facilitator Train,COLL 210 01,COLL,C,,,W,,F,14:30:00,15:50:00
10099,3,HIST 206 01,Early Modern Europe (1400-1650 CE),HIST 206 01,HIST,C,M,,W,,F,09:00:00,09:50:00
10099,3,RELG 215 01,Buddhist Paths to Nirvana,RELG 215 01,RELG,C,,T,,R,,19:00:00,20:20:00
10099,3,ENGL 111 01,Intro to Prof Writing,ENGL 111 01,ENGL,W,M,,W,,F,08:00:00,08:50:00
11225,3,FIN 250 01,Business Information Systems,BUSN 250 01,BUSN,C,M,,W,,F,10:00:00,10:50:00
11225,3,BUSN 345 01,Organizational Behavior,BUSN 345 01,BUSN,W,,T,,R,,09:30:00,10:50:00
11225,3,PPCY 255 01,Economic Analysis of Public Policy,ECON 255 01,ECON,C,M,,W,,F,11:00:00,11:50:00
11225,3,CINE 201 01,Narrative Filmmaking,CINE 201 01,CINE,C,M,,W,,,13:00:00,14:20:00
11225,3,POLS 150 01,Public Policy Studies,POLS 150 01,POLS,C,,T,,R,,13:00:00,14:20:00
11324,3,FREN 270 01,Translation & Creative Writing,FREN 270 01,FREN,C,M,,W,,,14:30:00,15:50:00
11324,3,ART 142 01,Digital Design Foundations,ART 142 01,ART,C,M,,W,,,08:00:00,09:50:00
11324,3,CSCI 107 01,Introduction to Web Programming,CSCI 107 01,CSCI,C,M,,W,,F,11:00:00,11:50:00
11324,3,ARTH 218 01,Twentieth Century Art,ARTH 218 01,ARTH,C,,T,,R,,09:00:00,10:20:00
11324,3,ART 333 01,Advanced Sculpture,ART 333 01,ART,C,M,,W,,,09:30:00,11:50:00
10367,3,UNL 10 01,Consortium,UNL 10 01,UNL,C,,,,,,,
10367,3,EXPR 001 01,Experiential Learning Project,EXPR 001 01,EXPR,C,,,,,,,
11341,3,MUSE 274 01,Teaching Choral Ensembles,MUSC 274 01,MUSC,C,M,,W,,F,13:00:00,14:20:00
11341,3,MUSC 361 01,History of Western Art Music II,MUSC 361 01,MUSC,C,M,,W,,F,09:00:00,09:50:00
11341,3,MUSC 105 01,Sylvan Singers,MUSC 105 01,MUSC,C,M,T,W,R,,12:00:00,12:50:00
11341,3,MUSC 352 01,Form and Tonal Analysis,MUSC 352 01,MUSC,C,,T,,R,,13:00:00,14:20:00
11341,3,EDUC 220 01,Philosophy of Education,EDUC 220 01,EDUC,C,,T,,R,,14:30:00,15:50:00
10168,3,BUSN 330 01,Intermediate Accounting,BUSN 330 01,BUSN,C,M,,W,,F,08:00:00,08:50:00
10168,3,FIN 210 01,Financial Management,FIN 210 01,FIN,C,,T,,R,,08:00:00,09:20:00
10168,3,ENTP 250 01,Small Bus Leadership & Management,ENTP 250 01,ENTP,C,,T,,R,,13:00:00,14:20:00
10168,3,HIST 282 01,The Pre-Modern Body,HIST 282 01,HIST,C,M,,W,,F,11:00:00,11:50:00
11581,3,COMM 283 01,"Race, Class, Gender, and the Media",COMM 283 01,COMM,C,,T,,R,,09:30:00,10:50:00
11581,3,ENTP 230 01,Product Market Fit,ENTP 230 01,ENTP,C,,T,,,,19:00:00,21:50:00
11581,3,BUSN 245 02,Principles of Management,BUSN 245 02,BUSN,C,,T,,R,,14:30:00,15:50:00
11581,3,BUSN 225 03,Principles of Marketing,BUSN 225 03,BUSN,C,,T,,R,,13:00:00,14:20:00
10305,3,MUSC 352 01,Form and Tonal Analysis,MUSC 352 01,MUSC,C,,T,,R,,13:00:00,14:20:00
10305,3,MUSC 206 01,Concert Choir,MUSC 206 01,MUSC,C,,T,,,,16:00:00,17:50:00
10305,3,MUSC 206 01,Concert Choir,MUSC 206 01,MUSC,C,,,,R,,16:00:00,17:50:00
10305,3,MUSC 225 01,Intro to Electronic Music,MUSC 225 01,MUSC,C,,T,,R,,14:30:00,15:50:00
10305,3,MUSC 361 01,History of Western Art Music II,MUSC 361 01,MUSC,C,M,,W,,F,09:00:00,09:50:00
10305,3,MATH 330 01,Abstract Algebra,MATH 330 01,MATH,C,M,,W,,F,10:00:00,10:50:00
11214,3,BIOL 387L 01,Investigations in Neurodegeneration,NEUR 387L 01,NEUR,C,,T,,R,,09:30:00,10:50:00
11214,3,BIOL 387X 01,Investig in Neurodegeneration Lab,NEUR 387X 01,NEUR,C,,,W,,,12:00:00,15:50:00
11214,3,PHYS 114X 01,Physics I Lab,PHYS 114X 01,PHYS,C,M,,,,,12:00:00,15:50:00
11214,3,PHYS 110L 01,Introductory Physics I,PHYS 110L 01,PHYS,C,M,,W,,F,08:00:00,08:50:00
11214,3,AFAM 200 01,Black Politics and Protest,AFAM 200 01,AFAM,C,,T,,R,,14:30:00,15:50:00
11214,3,SPAN 360 01,Peninsular Narrative,SPAN 360 01,SPAN,C,,T,,R,,13:00:00,14:20:00
11223,3,ENTP 325 01,Digital Marketing & Analytics,BUSN 325 01,BUSN,C,,,,R,,19:00:00,21:50:00
11223,3,BUSN 245 01,Principles of Management,BUSN 245 01,BUSN,C,,T,,R,,13:00:00,14:20:00
11255,4,RELG 355 01,Exhibiting Religion in the Museum,RELG 355 01,RELG,C,M,,W,,,14:30:00,15:50:00
11255,4,ARTH 338 01,Contemporary Exhibition Practices,ARTH 338 01,ARTH,C,,,,,F,13:00:00,15:50:00
11255,4,ARTH 218 01,Twentieth Century Art,ARTH 218 01,ARTH,C,,T,,R,,09:00:00,10:20:00
11255,4,HIST 234 01,"Witches, Preachers, and Mystics",RELG 234 01,RELG,C,M,,W,,,13:00:00,14:20:00
10548,3,PHIL 156 01,Logic and Styles of Arguments,PHIL 156 01,PHIL,C,,T,,R,,13:00:00,14:20:00
10548,3,COLL 150 01,Data Analytics using Excel,COLL 150 01,COLL,C,,,,,,,
10548,3,HIST 243 01,Crusade & Holy War in Med Europe,HIST 243 01,HIST,C,M,,W,,F,10:00:00,10:50:00
10548,3,HIST 212 01,Origins of East Asia,HIST 212 01,HIST,C,,T,,R,,09:30:00,10:50:00
10548,3,POLS 348 01,International Law,POLS 348 01,POLS,W,M,,W,,F,11:00:00,11:50:00
10548,3,POLS 351 01,Justice and the Law,POLS 351 01,POLS,C,,T,,R,,14:30:00,15:50:00
10849,50,NEUR 128L 01,Medical Mysteries of the Mind,NEUR 128L 01,NEUR,C,,T,,R,,08:00:00,09:20:00
10849,50,NEUR 128L 01,Medical Mysteries of the Mind,NEUR 128L 01,NEUR,C,,,W,,,12:00:00,14:20:00
10849,50,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,M,,W,,F,10:00:00,10:50:00
10849,50,PSYC 221L 02,Research Methods & Statistics I,PSYC 221L 02,PSYC,C,,T,,,,14:00:00,15:50:00
10849,50,GSWS 110 01,Intro to Women's/Gender Studies,GSWS 110 01,GSWS,C,M,,W,,F,09:00:00,09:50:00
10849,50,BIOL 221L 01,"Molecules, Genes, and Cells",BIOL 221L 01,BIOL,C,,T,,R,,09:30:00,10:50:00
10849,50,BIOL 221X 02,"Molecules, Genes, and Cells Lab",BIOL 221X 02,BIOL,C,,,,R,,12:00:00,15:50:00
11729,3,BIOL 209X 02,Human Physiology Lab,BIOL 209X 02,BIOL,C,M,,,,,14:00:00,15:50:00
11729,3,BIOL 387L 01,Investigations in Neurodegeneration,NEUR 387L 01,NEUR,C,,T,,R,,09:30:00,10:50:00
11729,3,BIOL 387X 01,Investig in Neurodegeneration Lab,NEUR 387X 01,NEUR,C,,,W,,,12:00:00,15:50:00
11729,3,BIOL 209L 01,Human Physiology,BIOL 209L 01,BIOL,C,M,,W,,F,11:00:00,11:50:00
11729,3,CHEM 220L 01,Organic Chemistry I,CHEM 220L 01,CHEM,C,M,,W,,F,10:00:00,10:50:00
11729,3,SPAN 322 01,Medical Spanish in a Global Context,SPAN 322 01,SPAN,C,M,,W,,F,09:00:00,09:50:00
11729,3,CHEM 220X 01,Organic Chemistry I Lab,CHEM 220X 01,CHEM,C,,T,,,,12:00:00,15:50:00
10900,3,BUSN 310 01,Marketing Research,BUSN 310 01,BUSN,C,,T,,R,,14:30:00,15:50:00
10900,3,BUSN 325 01,Digital Marketing & Analytics,BUSN 325 01,BUSN,C,,,,R,,19:00:00,21:50:00
10900,3,PHIL 203 02,Business & Professional Ethics,PHIL 203 02,PHIL,C,M,,W,,,14:30:00,15:50:00
10900,3,PSYC 210 01,Developmental Psychology,PSYC 210 01,PSYC,C,,T,,R,,09:30:00,10:50:00
10785,4,MUSC 307 01,Chamber Choir,MUSC 307 01,MUSC,C,,,,,,,
10785,4,MUSC 206 01,Concert Choir,MUSC 206 01,MUSC,C,,T,,,,16:00:00,17:50:00
10785,4,MUSC 206 01,Concert Choir,MUSC 206 01,MUSC,C,,,,R,,16:00:00,17:50:00
10785,4,MUSC 352 01,Form and Tonal Analysis,MUSC 352 01,MUSC,C,,T,,R,,13:00:00,14:20:00
10785,4,BIOL 387L 01,Investigations in Neurodegeneration,NEUR 387L 01,NEUR,C,,T,,R,,09:30:00,10:50:00
10785,4,BIOL 387X 01,Investig in Neurodegeneration Lab,NEUR 387X 01,NEUR,C,,,W,,,12:00:00,15:50:00
11753,50,BUSN 225 01,Principles of Marketing,BUSN 225 01,BUSN,C,,T,,R,,08:00:00,09:20:00
11753,50,BUSN 245 01,Principles of Management,BUSN 245 01,BUSN,C,,T,,R,,13:00:00,14:20:00
11753,50,MATH 160 01,Math Methods with Applications,MATH 160 01,MATH,C,,T,,R,,09:30:00,10:50:00
11753,50,HIST 206 01,Early Modern Europe (1400-1650 CE),HIST 206 01,HIST,C,M,,W,,F,09:00:00,09:50:00
10948,4,MATH 323 01,Cryptography,MATH 323 01,MATH,C,M,,W,,,13:00:00,14:20:00
10948,4,CSCI 325 01,Artificial Intelligence,CSCI 325 01,CSCI,C,M,,W,,F,11:00:00,11:50:00
10948,4,CSCI 327 01,Introduction to Database Systems,CSCI 327 01,CSCI,C,,T,,R,,13:00:00,14:20:00
10948,4,ARTH 218 01,Twentieth Century Art,ARTH 218 01,ARTH,C,,T,,R,,09:00:00,10:20:00
10901,3,EDUC 220 01,Philosophy of Education,EDUC 220 01,EDUC,C,,T,,R,,14:30:00,15:50:00
10901,3,ENGL 210 02,"Gods, Monsters, & Questing Humanity",ENGL 210 02,ENGL,C,M,,W,,F,11:00:00,11:50:00
10901,3,SPAN 360 01,Peninsular Narrative,SPAN 360 01,SPAN,C,,T,,R,,13:00:00,14:20:00
